# Constructed from biom file
#OTU ID	K10	K11	K12	K1	K2	K3	K4	K5	K6	K7	K8	K9	W10	W11	W12	W1	W2	W3	W4	W5	W6	W7	W8	W9	taxonomy
28113	38657.0	24282.0	20125.0	20075.0	45021.0	1916.0	1107.0	12403.0	6538.0	18181.0	7085.0	20230.0	48890.0	40723.0	17139.0	17107.0	26481.0	19536.0	41396.0	15735.0	41187.0	8922.0	6428.0	2689.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__heparinolyticus
28119	22479.0	14207.0	11968.0	14545.0	27103.0	2779.0	1965.0	6421.0	3904.0	9269.0	4458.0	14707.0	25394.0	18209.0	13131.0	14220.0	21467.0	14796.0	12128.0	5491.0	24352.0	10710.0	5835.0	2965.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__zoogleoformans
151276	283.0	5354.0	547.0	467.0	416.0	2738.0	2379.0	5583.0	5573.0	1350.0	1495.0	403.0	1046.0	819.0	395.0	1713.0	1215.0	530.0	3211.0	1280.0	4459.0	863.0	3692.0	4761.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__coprosuis
214856	86803.0	20712.0	16291.0	45150.0	109915.0	12198.0	7651.0	16956.0	8881.0	19925.0	56756.0	27110.0	74056.0	324735.0	15298.0	78485.0	112150.0	23950.0	124496.0	130354.0	40572.0	40196.0	24810.0	14672.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__finegoldii
328814	44858.0	23216.0	30079.0	66647.0	62312.0	9999.0	5764.0	15328.0	8000.0	21949.0	74603.0	53618.0	128893.0	571732.0	11567.0	334621.0	220626.0	18491.0	171893.0	168084.0	129780.0	118084.0	51691.0	36898.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__shahii
1433126	65.0	105.0	143.0	249.0	39.0	245.0	193.0	165.0	278.0	125.0	144.0	239.0	309.0	797.0	206.0	254.0	291.0	274.0	1147.0	750.0	397.0	207.0	364.0	287.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Mucinivorans; s__hirudinis
823	43010.0	105555.0	398062.0	101947.0	39178.0	25502.0	8391.0	103832.0	37372.0	296105.0	383159.0	42282.0	43876.0	46163.0	188927.0	151230.0	276479.0	261981.0	193649.0	89926.0	46882.0	128294.0	162456.0	64783.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__distasonis
2025876	41878.0	123198.0	434306.0	135123.0	43900.0	35200.0	13578.0	170119.0	59069.0	270885.0	356000.0	68311.0	289524.0	318397.0	238934.0	223102.0	306799.0	309259.0	417665.0	213140.0	73179.0	130614.0	185651.0	78458.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__sp. CT06
712710	453.0	416.0	916.0	502.0	595.0	464.0	397.0	500.0	486.0	626.0	486.0	561.0	1054.0	1179.0	478.0	1041.0	1864.0	627.0	1305.0	882.0	1044.0	1172.0	832.0	542.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__sp. oral taxon HOT-286
28112	312.0	286.0	231.0	559.0	317.0	207.0	152.0	373.0	186.0	270.0	493.0	488.0	374.0	479.0	191.0	922.0	878.0	232.0	2894.0	1602.0	391.0	928.0	446.0	795.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__forsythia
28118	25597.0	96712.0	246290.0	222706.0	23096.0	65472.0	37740.0	180103.0	70961.0	140148.0	188793.0	105201.0	217812.0	103788.0	10367.0	428748.0	122249.0	13175.0	180798.0	84110.0	293755.0	372460.0	380937.0	135988.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Odoribacteraceae; g__Odoribacter; s__splanchnicus
52227	6337.0	2074.0	440.0	450.0	6064.0	10361.0	7889.0	3422.0	5568.0	187.0	91.0	464.0	3357.0	3362.0	624.0	1419.0	1946.0	865.0	9841.0	4861.0	671.0	3640.0	17552.0	19707.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__dentalis
28131	1460.0	6798.0	950.0	514.0	1036.0	37805.0	31392.0	18776.0	26284.0	8708.0	4478.0	2041.0	2557.0	2586.0	989.0	116119.0	1993.0	1366.0	11271.0	4502.0	2186.0	69171.0	61927.0	69387.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__intermedia
28132	1856.0	662.0	453.0	350.0	1042.0	34567.0	27856.0	10414.0	20010.0	517.0	573.0	196.0	1480.0	1119.0	234.0	1972.0	770.0	267.0	4398.0	1766.0	674.0	7240.0	60091.0	65149.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica
839	364.0	813.0	284.0	188.0	390.0	26716.0	20960.0	11175.0	17926.0	260.0	136.0	188.0	739.0	384.0	198.0	1984.0	457.0	259.0	3070.0	1297.0	509.0	4609.0	36115.0	40917.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__ruminicola
589437	858.0	804.0	370.0	240.0	821.0	21926.0	17469.0	9930.0	16161.0	70.0	91.0	171.0	379.0	423.0	541.0	740.0	515.0	689.0	9659.0	4436.0	345.0	1221.0	27549.0	35927.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__scopos
589436	485.0	591.0	261.0	270.0	339.0	17732.0	14384.0	6839.0	11370.0	92.0	85.0	281.0	13298.0	7483.0	398.0	960.0	649.0	512.0	2367.0	1018.0	547.0	2160.0	29442.0	35075.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__fusca
1177574	397.0	760.0	146.0	176.0	416.0	14135.0	11212.0	4790.0	8079.0	57.0	57.0	160.0	369.0	360.0	261.0	918.0	453.0	291.0	2123.0	804.0	601.0	1077.0	23680.0	27997.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__jejuni
28129	277.0	491.0	279.0	166.0	132.0	17391.0	14945.0	14547.0	15860.0	260.0	253.0	168.0	1377.0	928.0	177.0	2058.0	413.0	298.0	9043.0	4325.0	323.0	6071.0	21342.0	21646.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__denticola
652716	82.0	1789.0	82.0	44.0	97.0	24348.0	22036.0	3479.0	4766.0	33.0	47.0	43.0	267.0	165.0	46.0	1063.0	235.0	69.0	2776.0	997.0	32.0	2606.0	12116.0	13972.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral taxon 299
76123	84.0	613.0	251.0	515.0	168.0	15123.0	12224.0	5771.0	9686.0	86.0	60.0	344.0	231.0	390.0	197.0	1268.0	406.0	267.0	6597.0	2774.0	393.0	4884.0	18087.0	21199.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__enoeca
397865	7989.0	5342.0	20411.0	20205.0	8305.0	2920.0	2039.0	8832.0	4904.0	8975.0	7859.0	11675.0	20996.0	25006.0	8713.0	40808.0	9208.0	11699.0	72361.0	35487.0	13321.0	34225.0	6477.0	5647.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Barnesiella; s__viscericola
1642646	3578.0	5785.0	701.0	796.0	6820.0	2170.0	1698.0	1130.0	679.0	772.0	640.0	523.0	2335.0	3975.0	389.0	1144.0	749.0	371.0	2169.0	1235.0	2564.0	624.0	2293.0	1528.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Petrimonas; s__mucosa
837	226.0	502.0	611.0	652.0	162.0	2093.0	1720.0	500.0	687.0	535.0	345.0	198.0	1170.0	1156.0	263.0	839.0	883.0	322.0	1777.0	877.0	2465.0	1021.0	939.0	774.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__gingivalis
28123	22.0	315.0	294.0	71.0	25.0	557.0	454.0	292.0	496.0	20.0	24.0	54.0	163.0	506.0	43.0	179.0	204.0	64.0	945.0	497.0	154.0	289.0	1829.0	1886.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__asaccharolytica
393921	14.0	75.0	113.0	13.0	9.0	186.0	119.0	113.0	127.0	52.0	77.0	11.0	91.0	144.0	53.0	164.0	260.0	66.0	1003.0	478.0	63.0	607.0	305.0	404.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__crevioricanis
1562970	202.0	198.0	201.0	178.0	148.0	210.0	118.0	273.0	331.0	223.0	173.0	190.0	427.0	246.0	484.0	837.0	1024.0	804.0	562.0	227.0	159.0	417.0	699.0	534.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Fermentimonas; s__caenicola
1796646	1070.0	1077.0	1807.0	1419.0	926.0	1100.0	757.0	1349.0	1779.0	1210.0	1185.0	1455.0	4866.0	5061.0	1379.0	1982.0	2666.0	1450.0	3838.0	2496.0	1788.0	1916.0	2213.0	2070.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__intestinale
1642647	217.0	267.0	263.0	109.0	151.0	385.0	279.0	178.0	143.0	3879.0	5559.0	91.0	650.0	475.0	196.0	1122.0	2578.0	223.0	1111.0	496.0	525.0	474.0	525.0	581.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Dysgonamonadaceae; g__Proteiniphilum; s__saccharofermentans
1400053	153.0	170.0	223.0	77.0	125.0	462.0	359.0	371.0	307.0	72.0	62.0	100.0	318.0	311.0	219.0	577.0	305.0	299.0	496.0	335.0	393.0	424.0	614.0	736.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__Bacteroidales bacterium CF
511435	10.0	205.0	196.0	22.0	7.0	142.0	97.0	178.0	151.0	55.0	142.0	39.0	64.0	258.0	53.0	244.0	269.0	38.0	509.0	267.0	100.0	266.0	66.0	60.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__Candidatus Azobacteroides; s__pseudotrichonymphae
185300	140.0	152.0	270.0	155.0	70.0	991.0	701.0	540.0	875.0	151.0	137.0	162.0	384.0	513.0	164.0	812.0	386.0	159.0	913.0	401.0	142.0	634.0	678.0	803.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Paludibacter; s__propionicigenes
889453	46.0	54.0	132.0	132.0	38.0	32.0	13.0	51.0	39.0	31.0	46.0	105.0	205.0	177.0	84.0	511.0	111.0	84.0	261.0	172.0	143.0	380.0	304.0	131.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Marinilabiliaceae; g__Alkalitalea; s__saponilacus
1717717	18.0	72.0	76.0	22.0	17.0	64.0	32.0	80.0	32.0	41.0	38.0	19.0	71.0	162.0	107.0	88.0	72.0	70.0	158.0	66.0	56.0	51.0	182.0	141.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Marinifilaceae; g__; s__Marinifilaceae bacterium SPP2
1307839	15.0	51.0	84.0	24.0	17.0	29.0	16.0	55.0	70.0	32.0	42.0	28.0	37.0	41.0	26.0	125.0	50.0	48.0	228.0	96.0	51.0	247.0	46.0	25.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Salinivirgaceae; g__Salinivirga; s__cyanobacteriivorans
1168034	12.0	27.0	94.0	122.0	16.0	66.0	42.0	63.0	31.0	74.0	50.0	96.0	96.0	111.0	138.0	133.0	54.0	139.0	348.0	155.0	82.0	50.0	156.0	224.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Prolixibacteraceae; g__Draconibacterium; s__orientale
28251	10622.0	13332.0	243.0	12290.0	7404.0	394.0	335.0	6464.0	2907.0	1106.0	1500.0	9841.0	16982.0	10997.0	1984.0	20353.0	12577.0	3607.0	56029.0	26246.0	11093.0	13643.0	46594.0	29505.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Ornithobacterium; s__rhinotracheale
1721091	214.0	115.0	18.0	59.0	54.0	12.0	9.0	41.0	35.0	48.0	10.0	41.0	168.0	124.0	171.0	43.0	114.0	153.0	26.0	18.0	99.0	17.0	72.0	65.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__sp. IHB B 17019
1265445	103.0	77.0	68.0	26.0	36.0	42.0	8.0	30.0	7.0	97.0	33.0	25.0	121.0	116.0	67.0	45.0	98.0	92.0	233.0	105.0	137.0	36.0	7.0	9.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__camelliae
253	106.0	118.0	106.0	160.0	53.0	111.0	48.0	67.0	56.0	51.0	50.0	211.0	91.0	65.0	105.0	81.0	100.0	139.0	74.0	34.0	150.0	52.0	157.0	299.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__indologenes
878220	41.0	22.0	26.0	11.0	61.0	62.0	21.0	30.0	36.0	39.0	28.0	13.0	93.0	48.0	10.0	62.0	21.0	0.0	47.0	32.0	9.0	24.0	111.0	73.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__sp. StRB126
1685010	32.0	93.0	13.0	5.0	12.0	13.0	6.0	13.0	17.0	9.0	0.0	9.0	15.0	5.0	25.0	30.0	17.0	34.0	125.0	68.0	7.0	12.0	17.0	8.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__glaciei
754397	236.0	82.0	102.0	48.0	157.0	6.0	0.0	41.0	26.0	6.0	0.0	40.0	189.0	127.0	75.0	69.0	198.0	122.0	51.0	25.0	176.0	96.0	24.0	5.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Polaribacter; s__sp. SA4-10
996801	168.0	65.0	58.0	59.0	92.0	145.0	89.0	58.0	72.0	23.0	43.0	36.0	152.0	121.0	56.0	51.0	88.0	82.0	70.0	26.0	102.0	66.0	306.0	272.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Polaribacter; s__reichenbachii
2058137	22.0	41.0	33.0	83.0	10.0	12.0	0.0	27.0	8.0	0.0	0.0	22.0	27.0	39.0	0.0	11.0	221.0	9.0	118.0	58.0	10.0	47.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Polaribacter; s__sp. ALD11
2175091	93.0	34.0	66.0	74.0	45.0	15.0	8.0	53.0	36.0	36.0	13.0	63.0	193.0	162.0	68.0	245.0	75.0	86.0	234.0	89.0	93.0	124.0	100.0	94.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__sp. HYN0059
1763534	45.0	82.0	16.0	23.0	23.0	13.0	10.0	11.0	49.0	7.0	0.0	26.0	90.0	41.0	32.0	15.0	40.0	35.0	17.0	13.0	386.0	56.0	31.0	12.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__crassostreae
986	73.0	22.0	100.0	45.0	87.0	491.0	478.0	63.0	31.0	36.0	47.0	79.0	19.0	30.0	24.0	73.0	24.0	30.0	82.0	47.0	150.0	38.0	206.0	122.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__johnsoniae
312277	28.0	21.0	15.0	14.0	19.0	7.0	15.0	19.0	7.0	5.0	0.0	12.0	22.0	23.0	47.0	27.0	20.0	26.0	30.0	20.0	24.0	21.0	20.0	58.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__indicum
2201181	18.0	70.0	12.0	15.0	8.0	0.0	0.0	12.0	42.0	10.0	30.0	13.0	23.0	33.0	47.0	24.0	31.0	44.0	130.0	40.0	18.0	13.0	21.0	19.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__sp. MEBiC07310
2172098	15.0	12.0	20.0	9.0	12.0	20.0	19.0	31.0	24.0	22.0	12.0	8.0	27.0	29.0	25.0	50.0	38.0	44.0	30.0	18.0	42.0	31.0	221.0	175.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__sp. HYN0049
996	14.0	19.0	62.0	19.0	25.0	61.0	61.0	49.0	86.0	18.0	23.0	11.0	111.0	88.0	42.0	393.0	47.0	33.0	113.0	91.0	44.0	195.0	172.0	140.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__columnare
1492737	13.0	9.0	53.0	49.0	0.0	0.0	0.0	20.0	14.0	19.0	17.0	62.0	55.0	24.0	13.0	45.0	40.0	16.0	20.0	20.0	14.0	27.0	22.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__gilvum
459526	53.0	80.0	17.0	0.0	51.0	73.0	87.0	15.0	32.0	0.0	0.0	8.0	0.0	0.0	46.0	72.0	91.0	0.0	31.0	31.0	0.0	102.0	23.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__anhuiense
2249356	9.0	75.0	15.0	0.0	12.0	132.0	77.0	18.0	11.0	0.0	0.0	5.0	22.0	36.0	56.0	22.0	25.0	61.0	26.0	11.0	0.0	60.0	26.0	16.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__sp. HYN0086
55197	7.0	36.0	0.0	12.0	10.0	7.0	12.0	38.0	17.0	7.0	9.0	15.0	6.0	0.0	0.0	16.0	35.0	7.0	10.0	5.0	20.0	9.0	76.0	28.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__branchiophilum
28189	106.0	66.0	52.0	69.0	6.0	19.0	24.0	81.0	40.0	27.0	16.0	47.0	43.0	27.0	5.0	316.0	40.0	10.0	55.0	20.0	0.0	176.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__cynodegmi
1017	55.0	32.0	27.0	20.0	51.0	300.0	201.0	26.0	40.0	26.0	14.0	14.0	90.0	83.0	61.0	33.0	85.0	74.0	53.0	25.0	69.0	21.0	642.0	964.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__gingivalis
1019	12.0	72.0	73.0	111.0	29.0	92.0	56.0	18.0	7.0	0.0	10.0	76.0	53.0	29.0	17.0	212.0	25.0	15.0	521.0	190.0	116.0	428.0	859.0	874.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sputigena
1316596	11.0	0.0	32.0	53.0	5.0	161.0	118.0	0.0	6.0	54.0	34.0	31.0	6.0	13.0	30.0	38.0	21.0	27.0	139.0	32.0	44.0	6.0	41.0	33.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sp. oral taxon 878
1705617	13.0	22.0	35.0	8.0	24.0	0.0	0.0	45.0	9.0	0.0	12.0	12.0	72.0	48.0	13.0	41.0	21.0	15.0	17.0	0.0	0.0	24.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sp. oral taxon 323
327575	8.0	20.0	12.0	0.0	6.0	21.0	9.0	15.0	38.0	0.0	0.0	0.0	22.0	16.0	0.0	53.0	32.0	0.0	96.0	60.0	94.0	17.0	27.0	19.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__leadbetteri
1336802	129.0	72.0	67.0	45.0	155.0	5.0	0.0	39.0	28.0	41.0	14.0	56.0	94.0	74.0	49.0	53.0	82.0	57.0	55.0	18.0	125.0	31.0	126.0	342.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Nonlabens; s__sp. Hel1_33_55
983548	95.0	0.0	0.0	0.0	103.0	46.0	90.0	0.0	9.0	0.0	0.0	0.0	8.0	0.0	13.0	44.0	10.0	24.0	0.0	0.0	0.0	13.0	108.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Dokdonia; s__sp. 4H-3-7-5
1239415	26.0	21.0	26.0	9.0	0.0	0.0	0.0	30.0	18.0	0.0	9.0	30.0	61.0	28.0	31.0	0.0	36.0	36.0	57.0	13.0	23.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Dokdonia; s__sp. PRO95
238	78.0	32.0	59.0	44.0	39.0	20.0	14.0	34.0	33.0	40.0	18.0	69.0	62.0	65.0	72.0	92.0	77.0	78.0	30.0	13.0	76.0	200.0	63.0	27.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Elizabethkingia; s__meningoseptica
1117645	22.0	144.0	452.0	57.0	40.0	296.0	357.0	147.0	81.0	259.0	149.0	89.0	525.0	714.0	71.0	156.0	279.0	107.0	529.0	250.0	236.0	189.0	67.0	103.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Elizabethkingia; s__anophelis
